College,Announce date,Type,State  ^Color denotes 2020 presidential result^,All employees  ^(Vaccination required)^,Some employees<sup>1</sup> ^(Vaccination required)^,All students  ^(Vaccination required)^,Only residential students  ^(Vaccination required)^,Booster required?,state_pol
[University of Saint Mary of the Lake](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@University of Saint Mary of the Lake,26-Aug-21,Private,IL,✓,--,✓,--,--,D
[University of San Diego](https://www.sandiego.edu/onward/documents/emails/2021/mandatory-vaccinations-2021-04-19.html)@@University of San Diego,19-Apr-21,Private,CA,✓,--,✓,--,--,D
[University of San Francisco](https://myusf.usfca.edu/usf-together)@@University of San Francisco,24-May-21,Private,CA,✓,--,✓,--,✓,D
[University of Scranton](https://www.scranton.edu/royals-safe-together/assets/documents/vaccine-mandate-for-fall-2021.pdf)@@University of Scranton,19-May-21,Private,PA,✓,--,✓,--,--,D
[University of Southern California](https://policy.usc.edu/covid-19-vaccination-program/)@@University of Southern California,26-Apr-21,Private,CA,✓,--,✓,--,--,D
[University of Southern Maine](https://www.maine.edu/together/community-guidance/students/)@@University of Southern Maine,4-Aug-21,Public,ME,✓,--,✓,--,--,D
[University of St. Francis](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@University of St. Francis,26-Aug-21,Private,IL,✓,--,✓,--,--,D
[University of St. Thomas](https://www.stthomas.edu/healthpromotion/covid-19education/covidvaccine/)@@University of St. Thomas,2-Aug-21,Private,MN,✓,--,✓,--,--,D
[University of the District of Columbia](https://mailchi.mp/bff264b02cf6/udc-to-require-vaccines-reopen-campuses-for-fall-2021?e=1f0f8d5b11)@@University of the District of Columbia,3-May-21,Public,DC,✓,--,✓,--,--,D
[University of the Pacific](https://www.pacific.edu/pacific-newsroom/pacific-require-students-be-vaccinated-covid-19-0)@@University of the Pacific,13-May-21,Private,CA,✓,--,✓,--,✓,D
University of the Sciences,29-Apr-21,Private,PA,--,--,✓,--,--,D
[University of the West](https://www.uwest.edu/coronavirus-information-for-the-uwest-community/)@@University of the West,22-Jul-21,Private,CA,✓,--,✓,--,--,D
[University of Toledo](https://www.utoledo.edu/coronavirus/vaccine/requirement.html)@@University of Toledo,1-Sep-21,Public,OH,✓,--,✓,--,--,R
[University of Tulsa](https://www.newson6.com/story/61798d9fceb47c0bfa0edc91/university-of-tulsa-to-require-employees-to-be-vaccinated-against-covid19-by-dec-8)@@University of Tulsa,27-Oct-21,Private,OK,✓,--,--,--,--,R
[University of Utah](https://coronavirus.utah.edu/)@@University of Utah,8-Sep-21,Public,UT,--,--,✓,--,--,R
[University of Vermont](https://www.uvm.edu/uvmnews/news/uvm-require-coronavirus-vaccination-students-once-full-fda-approval-granted)@@University of Vermont,9-Jun-21,Public,VT,✓,--,✓,--,--,D
[University of Virginia](https://coronavirus.virginia.edu/updates/important-information-about-fall-2021)@@University of Virginia,20-May-21,Public,VA,--,--,✓,--,✓,D
[University of Washington at Bothell](https://www.washington.edu/coronavirus/2021/05/03/uw-student-vaccination-requirement/)@@University of Washington at Bothell,3-May-21,Public,WA,✓,--,✓,--,--,D
[University of Washington at Seattle](https://www.washington.edu/coronavirus/2021/05/03/uw-student-vaccination-requirement/)@@University of Washington at Seattle,3-May-21,Public,WA,✓,--,✓,--,--,D
[University of Washington at Tacoma](https://www.washington.edu/coronavirus/2021/05/03/uw-student-vaccination-requirement/)@@University of Washington at Tacoma,3-May-21,Public,WA,✓,--,✓,--,--,D
[University of Wisconsin-Madison](https://news.wisc.edu/83638-2/)@@University of Wisconsin-Madison,11-Nov-21,Public,WI,✓,--,--,--,--,D
[University of Wisconsin-Milwaukee](https://uwm.edu/chancellor/4260-2/)@@University of Wisconsin-Milwaukee,11-Nov-21,Public,WI,✓,--,--,--,--,D
[Upstate Medical University](https://twitter.com/NYGovCuomo/status/1391784406453477383?s=20)@@Upstate Medical University,10-May-21,Public,NY,✓,--,✓,--,✓,D
[Ursinus College](https://www.ursinus.edu/live/blurbs/2910-may-27-information-on-vaccination-requirement)@@Ursinus College,27-May-21,Private,PA,--,--,✓,--,--,D
[Utah State University](https://www.usu.edu/today/story/usu-to-require-student-vaccine-for-spring-semester)@@Utah State University,27-Aug-21,Public,UT,--,--,✓,--,--,R
[Utica College](https://www.utica.edu/covid-immunization)@@Utica College,25-Jun-21,Private,NY,✓,--,✓,--,--,D
[Valparaiso University](https://www.valpo.edu/looking-forward/campus-messages/covid-19-vaccination-required-for-valpo-employees/)@@Valparaiso University,27-Apr-21,Private,IN,✓,--,✓,--,✓,R
[Vanderbilt University](https://www.vanderbilt.edu/coronavirus/)@@Vanderbilt University,17-May-21,Private,TN,✓,--,✓,--,--,R
[VanderCook College of Music](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@VanderCook College of Music,26-Aug-21,Private,IL,✓,--,✓,--,--,D
[Vassar College](https://www.poughkeepsiejournal.com/story/news/education/2021/04/15/vassar-require-vaccinations-marist-dcc-bard-college-commencements/7233335002/)@@Vassar College,14-Apr-21,Private,NY,✓,--,✓,--,--,D
[Vaughn College of Aeronautics and Technology](https://www.vaughn.edu/wp-content/uploads/2022/01/Spring2022Update.pdf)@@Vaughn College of Aeronautics and Technology,--,Private,NY,✓,--,✓,--,✓,D
[Vermont Law School](https://www.vermontlaw.edu/resources/covid19)@@Vermont Law School,--,Private,VT,✓,--,✓,--,--,D
[Villanova University](https://www1.villanova.edu/university/return-to-campus/vaccine-information/vaccine-faqs.html)@@Villanova University,3-Jun-21,Private,PA,✓,--,✓,--,--,D
[Virginia Commonwealth University](https://together.vcu.edu/news/masking-requirement-and-employee-vaccination/)@@Virginia Commonwealth University,--,Public,VA,--,--,✓,--,✓,D
[Virginia Military Institute](https://www.vmi.edu/safereturn/)@@Virginia Military Institute,--,Public,VA,--,--,✓,--,--,D
[Virginia Polytechnic Institute and State University](https://vtx.vt.edu/articles/2021/06/president-message-060821.html)@@Virginia Polytechnic Institute and State University,8-Jun-21,Public,VA,--,--,✓,--,--,D
[Virginia State University](https://www.vsu.edu/news/2021/vaccination-requirement.php)@@Virginia State University,6-Aug-21,Public,VA,✓,--,✓,--,--,D
[Virginia Union University](https://www.facebook.com/Virginia.Union/photos/a.139459757687/10158317694817688)@@Virginia Union University,--,Private,VA,--,--,✓,--,--,D
[Virginia Wesleyan University](https://www.vwu.edu/about/news-and-events/features/story/virginia-wesleyan-to-require-covid-19-vaccination-for-fall-2021)@@Virginia Wesleyan University,27-Apr-21,Private,VA,✓,--,✓,--,--,D
[Wabash College](https://www.wabash.edu/covid/docs/Wabash_Announces_Vaccine_Requirement.pdf)@@Wabash College,21-Jul-21,Private,IN,✓,--,✓,--,--,R
[Wabash Valley College](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@Wabash Valley College,26-Aug-21,Public,IL,✓,--,✓,--,--,D
[Wagner College](https://wagner.edu/newsroom/student-vax-policy-announced/)@@Wagner College,3-Jun-21,Private,NY,--,--,✓,--,--,D
[Wake Forest University](https://ourwayforward.wfu.edu/2021/04/covid-19-update-intent-to-require-vaccination-current-students/)@@Wake Forest University,20-Apr-21,Private,NC,✓,--,✓,--,✓,R
[Walla Walla Community College](https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf)@@Walla Walla Community College,20-Aug-21,Public,WA,✓,--,--,--,--,D
[Walla Walla University](https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf)@@Walla Walla University,20-Aug-21,Private,WA,✓,--,--,--,--,D
[Warren Wilson College](https://warren-wilson.edu/about/news-events/covid-19-response/)@@Warren Wilson College,4-May-21,Private,NC,✓,--,✓,--,--,R
[Washington & Jefferson College](https://www.washjeff.edu/covid-vaccination-requirement/)@@Washington & Jefferson College,3-Jun-21,Private,PA,✓,--,✓,--,--,D
[Washington Adventist University](https://www.wau.edu/wau-requiring-vaccination-for-fall-semester/)@@Washington Adventist University,25-May-21,Private,MD,✓,--,✓,--,--,D
[Washington and Lee University](https://my.wlu.edu/covid-19-resources/community-updates/new-guidance-for-vaccinated-individuals-and-vaccination-requirement-for-fall-–-students-faculty-and-staff-5-21)@@Washington and Lee University,21-May-21,Private,VA,✓,--,✓,--,--,D
[Washington College](https://www.washcoll.edu/coronavirus/files/Vaccine%20Requirement%20Announcement.pdf)@@Washington College,--,Private,MD,--,--,✓,--,✓,D
[Washington County Community College](https://www.mccs.me.edu/covid-19/vaccine-protocol/)@@Washington County Community College,12-Aug-21,Public,ME,--,--,✓,--,✓,D
[Washington State University](https://from.wsu.edu/president/2021/covid-19-vaccine-requirement/email.html)@@Washington State University,28-Apr-21,Public,WA,✓,--,✓,--,--,D
[Washington State University-Everett](https://from.wsu.edu/president/2021/covid-19-vaccine-requirement/email.html)@@Washington State University-Everett,28-Apr-21,Public,WA,✓,--,✓,--,--,D
[Washington State University-Spokane](https://from.wsu.edu/president/2021/covid-19-vaccine-requirement/email.html)@@Washington State University-Spokane,28-Apr-21,Public,WA,✓,--,✓,--,--,D
[Washington State University-Tri Cities](https://from.wsu.edu/president/2021/covid-19-vaccine-requirement/email.html)@@Washington State University-Tri Cities,28-Apr-21,Public,WA,✓,--,✓,--,--,D
[Washington State University-Vancouver](https://from.wsu.edu/president/2021/covid-19-vaccine-requirement/email.html)@@Washington State University-Vancouver,28-Apr-21,Public,WA,✓,--,✓,--,--,D
[Washington University in St. Louis](https://covid19.wustl.edu/covid-19-vaccine-requirement/)@@Washington University in St. Louis,28-Apr-21,Private,MO,✓,--,✓,--,--,R
[Waubonsee Community College](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@Waubonsee Community College,26-Aug-21,Public,IL,✓,--,✓,--,--,D
[Wayne State University](https://www.detroitnews.com/story/news/local/detroit-city/2021/07/26/survey-86-wsu-community-vaccinated-against-covid-19/8092337002/)@@Wayne State University,26-Jul-21,Public,MI,✓,--,✓,--,--,D
[Weber State University](https://weber.edu/coronavirus/vaccines.html)@@Weber State University,--,Public,UT,--,--,✓,--,--,R
[Webster University](https://news.webster.edu/2021/task-force-updates-covid-guidelines-vaccinations-required.php)@@Webster University,22-Jul-21,Private,MO,✓,--,✓,--,--,R
[Wellesley College](https://blogs.wellesley.edu/announcements/2021/05/05/vaccination-protocol-for-fall-2021/)@@Wellesley College,5-May-21,Private,MA,✓,--,✓,--,--,D
[Wells College](https://www.wells.edu/news/2021/06/10/wells-college-require-covid-19-vaccination-all-students-employees)@@Wells College,10-Jun-21,Private,NY,✓,--,✓,--,--,D
[Wenatchee Valley College](https://www.wvc.edu/apply/future-students/residence-hall/index.html)@@Wenatchee Valley College,--,Public,WA,✓,--,✓,--,--,D
[Wesleyan University](http://coronavirus.blogs.wesleyan.edu/2021/04/13/april-13-2021-student-vaccination-requirement-for-fall-2021/)@@Wesleyan University,13-Apr-21,Private,CT,✓,--,✓,--,✓,D
[Western Colorado University](https://western.edu/covid-19-updates/)@@Western Colorado University,--,Public,CO,✓,--,✓,--,--,D
[Western Connecticut State University](https://www.ct.edu/covid19#faqs)@@Western Connecticut State University,25-Jun-21,Public,CT,--,--,✓,--,--,D
[Western Illinois University](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@Western Illinois University,26-Aug-21,Public,IL,✓,--,✓,--,--,D
[Western Nevada College](https://www.unlv.edu/news-story/nevada-state-board-health-approves-covid-19-vaccination-requirement-students)@@Western Nevada College,20-Aug-21,Public,NV,✓,--,--,--,--,D
[Western New England University](https://www1.wne.edu/coronavirus/update-may-24-2021.cfm)@@Western New England University,24-May-21,Private,MA,✓,--,✓,--,✓,D
[Western Oregon University](https://www.opb.org/article/2021/05/10/oregon-universities-covid-19-vaccine-plan/)@@Western Oregon University,10-May-21,Public,OR,✓,--,✓,--,--,D
[Western University of Health Sciences](https://www.westernu.edu/health/coronavirus-update/updates/)@@Western University of Health Sciences,1-Sep-21,Private,CA,✓,--,✓,--,--,D
[Western Washington University](https://president.wwu.edu/fall-2021-vaccine-requirements-students-and-employees)@@Western Washington University,5-May-21,Public,WA,✓,--,✓,--,--,D
[Westfield State University](https://www.salemstate.edu/news/fall-2021-semester-covid-19-vaccine-requirement-apr-26-2021)@@Westfield State University,26-Apr-21,Public,MA,--,--,✓,--,--,D
[Westminster College](https://westminstercollege.edu/about/risk-management/coronavirus-covid-19-resources/index.html)@@Westminster College,--,Private,UT,✓,--,✓,--,--,R
[Whatcom Community College](https://www.governor.wa.gov/sites/default/files/proclamations/proc_20-12.5.pdf)@@Whatcom Community College,20-Aug-21,Public,WA,✓,--,--,--,--,D
[Wheaton College](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@Wheaton College,26-Aug-21,Private,IL,✓,--,✓,--,--,D
[Wheaton College](https://wheatoncollege.blog/on-campus-announcements/president/may-1-update-on-fall-2021-return-to-campus-plans/)@@Wheaton College,1-May-21,Private,MA,--,--,✓,--,--,D
[Whitman College](https://www.whitman.edu/covid-dashboard/updates/april-23-2021-%E2%80%93-covid-19-and-plans-for-the-fall)@@Whitman College,23-Apr-21,Private,WA,✓,--,✓,--,--,D
[Whittier College](https://www.whittier.edu/covid19/vaccine)@@Whittier College,--,Private,CA,✓,--,✓,--,--,D
[Whitworth University](https://www.whitworth.edu/cms/covid-19/frequently-asked-questions/vaccinations/)@@Whitworth University,16-Jun-21,Private,WA,✓,--,✓,--,--,D
[Widener University](https://www.widener.edu/coronavirus)@@Widener University,--,Private,PA,✓,--,✓,--,--,D
[Willamette University](https://willamette.edu/offices/wellness/coronavirus/vaccination-policy/index.html)@@Willamette University,21-Apr-21,Private,OR,✓,--,✓,--,--,D
[William & Mary](https://www.wm.edu/sites/pathforward/health/vaccinations/index.php)@@William & Mary,18-May-21,Public,VA,--,--,✓,--,--,D
[William James College](https://www.williamjames.edu/about/welcome/President-s-Updates.cfm)@@William James College,5-May-21,Private,MA,✓,--,✓,--,--,D
[William Jewell College](https://www.jewell.edu/sites/default/files/pdf/COVID-19_Vaccine_Policy_Fall2021.pdf)@@William Jewell College,25-May-21,Private,MO,✓,--,✓,--,--,R
[William Paterson University](https://myemail.constantcontact.com/WP-Vaccine-Requirements-Update.html?soid=1132109892475&aid=4MVKL3TWSCw)@@William Paterson University,23-Jun-21,Public,NJ,--,--,✓,--,--,D
[William Rainey Harper College](https://www.illinois.gov/government/executive-orders/executive-order.executive-order-number-20.2021.html)@@William Rainey Harper College,26-Aug-21,Public,IL,✓,--,✓,--,--,D
[Williams College](https://president.williams.edu/writings-and-remarks/student-vaccine-requirement-for-next-fall/)@@Williams College,23-Apr-21,Private,MA,✓,--,✓,--,✓,D
[Williamson College of the Trades](https://www.williamson.edu/covid-dashboard/)@@Williamson College of the Trades,--,Private,PA,✓,--,✓,--,--,D
[Wilmington College](https://www.wilmington.edu/about/covid-19/)@@Wilmington College,17-Sep-21,Private,OH,✓,--,✓,--,--,R
[Windward Community College](https://www.hawaii.edu/news/2021/05/17/uh-to-require-covid-19-vaccination/)@@Windward Community College,17-May-21,Public,HI,--,--,✓,--,--,D
